,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country,Nationality,Sign,Weight_class
924,Kenny Mitchell,1960-02-07,"Stockton, California, USA",Bantamweight/Super bantamweight,5 ft 2 in (157 cm),,Orthodox,40,22,5,15,3,,M,157 ,,USA,American,Aquarius,bantamweight
925,Valerio Nati,1956-04-11,"Dovadola, Italy",Bantamweight/Super bantamweight/Featherweight,5 ft 5 in (165 cm),,Orthodox,55,46,28,5,4,0,M,165 ,,Italy,Italian,Aries,bantamweight
926,Jesse Benavides,1963-11-03,"Corpus Christi, Texas, US",Super bantamweight/Featherweight,5 ft 4 in (163 cm),,Orthodox,46,40,25,5,1,,M,163 ,,USA,American,Scorpio,super bantamweight
927,Richie Wenton,1967-10-28,"Liverpool, England",Super bantamweight/featherweight,5 ft 8 in (173 cm),70 in (178 cm),,30,24,10,6,,,M,173 ,178,England,British,Scorpio,super bantamweight
928,Agapito Sánchez,1970-02-14,"La Victoria, Dominican Republic",Super bantamweight,5 ft 4 in (1.63 m),,,50,36,18,11,3,,M,163 ,,Dominican Republic,Dominican,Aquarius,super bantamweight
929,Daniel Ponce de León,1980-07-27,"Ciudad Cuauhtémoc,Chihuahua, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 5 in (165 cm),70 in (178 cm),Southpaw,52,45,35,7,,,M,165 ,178,Mexico,Mexican,Leo,bantamweight
930,Wilfredo Vázquez Jr.,1984-06-18,"Bayamón, Puerto Rico",Super bantamweight/Featherweight,5 ft 5+1⁄2 in (166 cm),66 in (168 cm),Orthodox,33,25,20,7,1,,M,166 ,168,Puerto Rico,American(Puerto Rican),Gemini,super bantamweight
931,Jorge Arce,1979-07-27,"Los Mochis, Sinaloa, Mexico",Light flyweight/Flyweight/Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 4+1⁄2 in (164 cm),66 in (168 cm),Orthodox,75,64,49,8,2,1,M,164 ,168,Mexico,Mexican,Leo,light flyweight
932,Jessie Magdaleno,1991-11-08,"Pomona, California, U.S.",Super bantamweight/Featherweight,5 ft 4 in (163 cm),66 in (168 cm),Southpaw,31,29,18,2,,,M,163 ,168,USA,American,Scorpio,super bantamweight
933,Isaac Dogboe,1994-09-26,"Accra, Ghana",Super-bantamweight/Featherweight,5 ft 2 in (157 cm)[1],64 in (163 cm),Orthodox,28,24,16,4,,,M,157 ,163,Ghana,Ghanaian,Libra,super bantamweight
934,Angelo Leo,1994-05-15,"Albuquerque, New Mexico, U.S.",Super bantamweight,5 ft 6 in (168 cm),69 in (175 cm),Orthodox,24,23,11,1,,,M,168 ,175,USA,American,Taurus,super bantamweight
935,Israel Contreras,1960-12-27,"La Guaira, Venezuela",Super flyweight/Bantamweight,,,Orthodox,42,38,27,3,1,0,M,,,Venezuela,Venezuelan,Aquarius,super flyweight
936,Alfred Kotey,1968-06-03,"Accra, Ghana",Flyweight/Bantamweight/Super-bantamweight/Featherweight/Super-featherweight/Lightweight,5 ft 5 in (165 cm),68 in (173 cm),Orthodox,43,26,17,16,1,,M,165 ,173,Ghana,Ghanaian,Gemini,flyweight
937,Robbie Regan,1968-08-30,"Caerphilly, Wales",Flyweight/Bantamweight,5 ft 4 in (163 cm),,,22,17,7,2,3,,M,163 ,,Wales,British,Virgo,flyweight
938,Jorge Eliécer Julio,1969-04-04,"El Retén, Colombia",Bantamweight/Super bantamweight,5 ft 5 in (165 cm)[1],68 in (173 cm)[1],Orthodox,49,44,32,5,,,M,165 ,173,Colombia,Colombian,Aries,bantamweight
939,Cruz Carbajal,1974-05-03,"Veracruz, Mexico",Super flyweight/Bantamweight/Super bantamweight,1.65 m (5 ft 5 in),165 cm (65 in),Orthodox,53,32,26,19,2,0,M,165 ,165.1,Mexico,Mexican,Taurus,super flyweight
940,Ratanachai Sor Vorapin,1976-11-01,"Dankhuntod, Nakhon Ratchasima, Thailand",Super flyweight/Bantamweight,5 ft 5 in (165 cm),,Southpaw,89,75,50,14,0,0,M,165 ,,Thailand,Thai,Scorpio,super flyweight
941,Gerry Peñalosa,1972-08-07,"San Carlos, Negros Occidental, Philippines",Light-flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4 in (163 cm),65 in (165 cm),Southpaw,65,55,37,8,2,,M,163 ,165,Philippines,Filipino,Leo,light flyweight
942,Fernando Montiel,1979-03-01,"Los Mochis, Sinaloa, Mexico",Flyweight/Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 4 in (163 cm)[1],66+1⁄2 in (169 cm)[1],Orthodox,62,54,39,6,2,,M,163 ,169,Mexico,Mexican,Pisces,flyweight
943,Pungluang Sor Singyu,1988-09-08,"Uthai Thani, Thailand",Bantamweight,5 ft 4+1⁄2 in (164 cm),67 in (170 cm),Orthodox,65,54,36,11,,,M,164 ,170,Thailand,Thai,Virgo,bantamweight
944,Tomoki Kameda,1991-07-12,"Osaka, Japan",Bantamweight/Super-bantamweight,5 ft 7+1⁄2 in (171 cm),67 in (170 cm),Orthodox,44,40,22,4,,,M,171 ,170,Japan,Japanese,Cancer,bantamweight
945,Jason Moloney,1991-01-10,"Melbourne, Australia",Bantamweight/Super bantamweight,165 cm (5 ft 5 in),170 cm (67 in),,29,27,19,2,,,M,165 ,170.2,Australia,Australian,Capricorn,bantamweight
946,José Ruíz Matos,1966-10-24,"Trujillo Alto, Puerto Rico",Super flyweight,,,Orthodox,26,22,9,4,,,M,,,Puerto Rico,American(Puerto Rican),Scorpio,super flyweight
947,José Quirino,1968-04-19,"Tijuana, Baja California, Mexico",Flyweight/Super flyweight,1.68 m (5 ft 6 in),185 cm (73 in),Orthodox,59,36,15,22,1,0,M,168 ,185.4,Mexico,Mexican,Aries,flyweight
948,Victor Godoi,1975-03-31,"Comodoro Rivadavia, Argentina",Flyweight/Super flyweight/Bantamweight,,,Orthodox,36,31,27,5,0,0,M,,,Argentina,Argentine,Aries,flyweight
949,Adonis Rivas,1972-12-07,"León, Nicaragua",Flyweight/Super flyweight/Bantamweight,,,Orthodox,43,22,10,15,4,2,M,,,Nicaragua,Nicaraguan,Capricorn,flyweight
950,Pedro Alcázar,1975-08-29,"Zapayal, Panama",Super flyweight,5 ft 4 in (163 cm),,Orthodox,28,25,14,1,1,1,M,163 ,,Panama,Panamanian,Virgo,super flyweight
951,Marvin Sonsona,1990-07-25,"General Santos, Philippines",Welterweight/Featherweight/Super bantamweight/Super flyweight/Flyweight,5 ft 7 in (1.70 m),,Southpaw,24,22,15,1,1,,M,170 ,,Philippines,Filipino,Leo,flyweight
952,Kazuto Ioka,1989-03-24,"Sakai, Japan",Mini-flyweight/Light-flyweight/Flyweight/Super-flyweight,5 ft 5 in (165 cm),66+1⁄2 in (169 cm),Orthodox,34,31,16,2,1,,M,165 ,169,Japan,Japanese,Aries,light flyweight
953,Junto Nakatani,1998-01-02,"Inabe, Mie Prefecture Japan",Flyweight/Super flyweight/Bantamweight,5 ft 7+1⁄2 in (171 cm),67 in (170 cm),Southpaw,27,27,20,,,,M,171 ,170,Japan,Japanese,Capricorn,flyweight
954,Kosei Tanaka,1995-06-15,"Tajimi, Japan",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),Orthodox,21,20,11,1,,,M,164 ,164,Japan,Japanese,Gemini,light flyweight
955,Elvis Álvarez,1965-02-02,"Medellín, Antioquia, Colombia",Flyweight/Super flyweight/Bantamweight,,,Southpaw,42,31,19,8,3,,M,,,Colombia,Colombian,Aquarius,flyweight
956,Isidro Pérez,1964-05-24,"Guerrero, Mexico",Featherweight/Bantamweight/Flyweight/Light flyweight,5 ft 9 in (177 cm),72 in (183 cm),Orthodox,69,57,41,9,3,0,M,177 ,183,Mexico,Mexican,Gemini,light flyweight
957,Pat Clinton,1964-04-04,"Croy, Lanarkshire, Scotland",Flyweight,5 ft 3 in (160 cm),,,23,20,9,3,0,,M,160 ,,Scotland,British(scottish),Aries,flyweight
958,Jacob Matlala,1962-08-01,"Meadowlands, Gauteng, South Africa",Flyweight/Light flyweight,4 ft 10 in (147 cm)[1],59 in (150 cm),Orthodox,68,53,26,13,2,0,M,147 ,150,South Africa,South African,Leo,light flyweight
959,Rubén Sánchez León,1973-08-21,"Mexicali, Baja California, Mexico",Lightweight/Featherweight/Bantamweight/Flyweight,5 ft 7 in (168 cm),72 in (183 cm),Orthodox,47,30,13,16,1,0,M,168 ,183,Mexico,Mexican,Leo,flyweight
960,José Antonio López Bueno,1974-08-16,"Zaragoza, Aragon, Spain",Flyweight,5 ft 2+1⁄2 in (159 cm),,Orthodox,45,31,15,10,4,,M,159 ,,Spain,Spanish,Leo,flyweight
961,Julio César Miranda,1980-05-19,"Veracruz, Mexico",Flyweight/Bantamweight,5 ft 3 in (160 cm),64+1⁄2 in (164 cm),Orthodox,58,42,32,14,2,,M,160 ,164,Mexico,Mexican,Taurus,flyweight
962,Zou Shiming,1981-05-18,"Zunyi, China",Flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),,11,9,2,2,,,M,164 ,164,China,Chinese,Taurus,flyweight
963,Sho Kimura,1988-11-24,"Kumagaya, Saitama, Japan",Flyweight,5 ft 5 in (165 cm),66+1⁄2 in (169 cm),Orthodox,26,19,12,3,4,,M,165 ,169,Japan,Japanese,Sagittarius,flyweight
964,Josué Camacho,1969-01-31,"Guaynabo, Puerto Rico",Light flyweight/Flyweight,5 ft 4 in (163 cm),,,25,16,6,9,0,0,M,163 ,,Puerto Rico,American(Puerto Rican),Aquarius,light flyweight
965,Paul Weir,1967-09-16,"Glasgow, Scotland",Mini-flyweight/Light-flyweight/Flyweight,5 ft 3 in (160 cm),,,20,14,4,6,,,M,160 ,,Scotland,British(scottish),Virgo,light flyweight
966,Jesús Chong,1965-01-07,"Gómez Palacio, Durango, Mexico",Light flyweight,1.60 m (5 ft 3 in),168 cm (66 in),Orthodox,48,32,28,16,0,0,M,160 ,167.6,Mexico,Mexican,Capricorn,light flyweight
967,Juan Domingo Córdoba,1972-08-06,"Santiago del Estero, Argentina",Light flyweight,,,Orthodox,43,34,19,6,3,,M,,,Argentina,Argentine,Leo,light flyweight
968,Nelson Dieppa,1971-02-25,"Vieques, Puerto Rico",Light flyweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,33,25,14,5,2,1,M,163 ,168,Puerto Rico,American(Puerto Rican),Pisces,light flyweight
969,Jesús Géles,1988-02-22,"Cartagena, Colombia",Light flyweight/Flyweight,,,Orthodox,20,15,6,4,1,,M,,,Colombia,Colombian,Pisces,light flyweight
970,Ramón García Hirales,1982-09-10,"La Paz, Baja California Sur, Mexico",Light flyweight,5 ft 8 in (174 cm),70 in (180 cm),Orthodox,30,20,12,9,1,,M,174 ,180,Mexico,Mexican,Virgo,light flyweight
971,Ángel Acosta,1990-10-08,"San Juan, Puerto Rico",Light flyweight/Flyweight/Super Flyweight,5 ft 4 in (163 cm),64 in (163 cm),Orthodox,28,24,22,4,,,M,163 ,163,Puerto Rico,American(Puerto Rican),Libra,light flyweight
972,Elwin Soto,1996-12-23,"San Felipe, Mexico",Light flyweight/Flyweight,5 ft 3 in (160 cm),,Orthodox,23,20,13,3,,,M,160 ,,Mexico,Mexican,Aquarius,light flyweight
973,Rafael Torres,1966-04-17,"Santiago de los Caballeros,Dominican Republic",Mini flyweight/Light flyweight,,,Southpaw,25,16,3,9,,,M,,,Dominican Republic,Dominican,Aries,light flyweight
974,Eric Jamili,1977-05-20,"Silay, Negros Occidental, Philippines",Minimumweight/Light Flyweight,5 ft 6 in (1.68 m),,Southpaw,28,15,8,11,2,,M,168 ,,Philippines,Filipino,Taurus,minimumweight
975,Kermin Guardia,1970-01-17,"Turbo, Colombia",Mini flyweight/Light flyweight,5 ft 5 in (165 cm),69 in (175 cm),Southpaw,50,37,20,12,,1,M,165 ,175,Colombia,Colombian,Capricorn,light flyweight
976,Jorge Mata,1970-04-26,"León, Castile and León, Spain",Mini flyweight,4 ft 11 in (150 cm),,Orthodox,14,11,6,1,2,,M,150 ,,Spain,Spanish,Taurus,
977,Eduardo Ray Márquez,1976-02-05,"Managua, Nicaragua",Mini flyweight/Light flyweight,5 ft 3+1⁄2 in (161 cm),66 in (168 cm),Orthodox,30,18,13,9,1,2,M,161 ,168,Nicaragua,Nicaraguan,Aquarius,light flyweight
978,Moisés Fuentes,1985-09-20,"Mexico City, Mexico",Minimumweight/Junior flyweight/Flyweight/Super flyweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Orthodox,33,25,14,7,1,,M,169 ,173,Mexico,Mexican,Virgo,minimumweight
979,Merlito Sabillo,1984-01-19,"Toboso, Negros Occidental, Philippines",Minimumweight/Light flyweight,5 ft 3 in (1.60 m),,Southpaw,36,27,13,8,1,,M,160 ,,Philippines,Filipino,Capricorn,minimumweight
980,Riku Kano,1997-11-16,"Kawanishi, Hyōgo, Japan",Mini-flyweight/Light-flyweight/Flyweight,5 ft 4 in (163 cm),65+1⁄2 in (166 cm),Southpaw,28,22,11,4,2,,M,163 ,166,Japan,Japanese,Scorpio,light flyweight
981,Tatsuya Fukuhara,1989-05-08,"Kumamoto, Japan",Mini-flyweight,5 ft 4+1⁄2 in (164 cm),63 in (160 cm),Southpaw,34,21,7,7,6,,M,164 ,160,Japan,Japanese,Taurus,
982,Ryuya Yamanaka,1995-04-11,"Mihara, Osaka, Japan",Mini-flyweight/Light-flyweight/Flyweight,5 ft 4 in (163 cm),66+1⁄2 in (169 cm),Orthodox,22,19,6,4,,,M,163 ,169,Japan,Japanese,Aries,light flyweight
983,Vic Saludar,1990-11-03,"Polomolok, Philippines",Mini-flyweight,5 ft 3 in (160 cm),65+1⁄2 in (166 cm),Orthodox,29,23,13,6,,,M,160 ,166,Philippines,Filipino,Scorpio,
984,Wilfredo Méndez,1996-11-10,"Caguas, Puerto Rico",Mini flyweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Southpaw,21,18,6,3,1,,M,164 ,163,Puerto Rico,American(Puerto Rican),Scorpio,
985,Masataka Taniguchi,1994-01-19,"Kobe, Japan",Mini-flyweight/Light-flyweight,5 ft 4 in (163 cm),64+1⁄2 in (164 cm),Southpaw,21,17,11,4,,,M,163 ,164,Japan,Japanese,Capricorn,light flyweight
986,Melvin Jerusalem,1994-02-22,"Manolo Fortich, Bukidnon, Philippines",Mini-flyweight,5 ft 2 in (157 cm),62 in (157 cm),Orthodox,24,21,12,3,,,M,157 ,157,Philippines,Filipino,Pisces,
987,Ken Norton,1943-08-09,"Jacksonville, Illinois, U.S.",Heavyweight,6 ft 3 in (191 cm),80 in (203 cm),,50,42,33,7,1,,M,191 ,203,USA,American,Leo,heavyweight
988,Tim Witherspoon,1957-12-27,"Philadelphia, Pennsylvania, U.S.",Heavyweight,6 ft 3+1⁄2 in (192 cm),78 in (198 cm),Orthodox,69,55,38,13,1,,M,192 ,198,USA,American,Aquarius,heavyweight
989,Trevor Berbick,1954-08-01,"Norwich, Port Antonio, Jamaica",Heavyweight,6 ft 2 in (188 cm),78 in (198 cm),Orthodox,61,49,29,11,1,,M,188 ,198,Jamaica,Jamaican,Leo,heavyweight
990,Oliver McCall,1965-04-21,"Chicago, Illinois, U.S.",Heavyweight,6 ft 2 in (188 cm),82 in (208 cm),Orthodox,75,59,38,14,,2,M,188 ,208,USA,American,Taurus,heavyweight
991,Frank Bruno,1961-11-16,"Hammersmith, London, England",Heavyweight,6 ft 3 in (191 cm)[1],82 in (208 cm)[1],Orthodox,45,40,38,5,,,M,191 ,208,England,British,Scorpio,heavyweight
992,Oleg Maskaev,1969-03-02,"Abay, Kazakh SSR,Soviet Union(now Kazakhstan)",Heavyweight,1.91 m (6 ft 3 in),201 cm (79 in),Orthodox,46,39,28,7,,,M,191 ,200.7,Kazakhstan,Kazakh,Pisces,heavyweight
993,Samuel Peter,1980-09-06,"Akwa Ibom, Nigeria",Heavyweight,1.88 m (6 ft 2 in),196 cm (77 in),Orthodox,47,38,31,9,,,M,188 ,195.6,Nigeria,Nigerian,Virgo,heavyweight
994,Bermane Stiverne,1978-11-01,"Plaine-du-Nord, Haiti",Heavyweight,6 ft 2 in (188 cm)[1],77 in (196 cm)[1],Orthodox,32,25,21,6,1,,M,188 ,196,Haiti,Haitian,Scorpio,heavyweight
995,S. T. Gordon,1959-04-18,"Pasco, Washington, USA",Cruiserweight,6 ft 0 in (183 cm),"78""",,27,20,17,7,,,M,183 ,198,USA,American,Aries,cruiserweight
996,Alfonso Ratliff,1956-02-18,"Clarksdale, Mississippi, U.S.",Cruiserweight,6 ft 4 in (193 cm),78 in (198 cm),Orthodox,34,25,18,9,,,M,193 ,198,USA,American,Aquarius,cruiserweight
997,Sammy Reeson,1963-01-05,,Light heavyweight/cruiserweight,6 ft 1.5 in (1.867 m),,,26,24,5,2,0,,M,187,,,,Capricorn,light heavyweight
998,Massimiliano Duran,1963-11-03,"Ferrara, Emilia Romagna, Italy",Cruiserweight,6 ft 1+1⁄2 in (187 cm),,Orthodox,25,19,8,6,,,M,187 ,,Italy,Italian,Scorpio,cruiserweight
999,Anaclet Wamba,1960-01-06,"Liranga, French Equatorial Africa",Cruiserweight/Light Heavyweight,190 cm (6 ft 3 in),201 cm (79 in),,49,46,23,2,1,,M,190 ,200.7,Congo,Congolese,Capricorn,light heavyweight
1000,Marcelo Domínguez,1970-01-15,"Ituzaingó, Buenos Aires",Heavyweight,,,,57,48,25,8,1,0,M,,,Argentina,Argentine,Capricorn,heavyweight
1001,Juan Carlos Gómez,1973-07-26,"Havana, Cuba",Cruiserweight/Heavyweight,6 ft 3+1⁄2 in (192 cm),80+1⁄2 in (204 cm),Southpaw,60,55,39,4,,1,M,192 ,204,Cuba,Cuban,Leo,cruiserweight
1002,Wayne Braithwaite,1975-08-09,"Georgetown, Guyana",Light heavyweight/Cruiserweight/Heavyweight,6 ft 0 in (183 cm),,Southpaw,30,24,20,6,,,M,183 ,,Guyana,Guyanese,Leo,light heavyweight
1003,Giacobbe Fragomeni,1969-08-13,"Milan, Lombardy, Italy",Cruiserweight,1.77 m (5 ft 10 in),,Orthodox,42,35,14,5,2,,M,177 ,,Italy,Italian,Leo,cruiserweight
1004,Grigory Drozd,1979-08-26,"Prokopyevsk, Russian SFSR, Soviet Union (now Russia)",Cruiserweight,6 ft 1 in (185 cm),76 in (193 cm),Orthodox,41,40,28,1,,,M,185 ,193,Russia,Russian,Virgo,cruiserweight
1005,Tony Bellew,1982-11-30,"Liverpool, England",Light-heavyweight/Cruiserweight/Heavyweight,6 ft 3 in (191 cm)[1],74 in (188 cm)[1],Orthodox,34,30,20,3,1,,M,191 ,188,England,British,Sagittarius,light heavyweight
1006,Ilunga Makabu,1987-11-08,"Kananga, Zaire",Light-heavyweight/Cruiserweight,1.83 m (6 ft 0 in),188 cm (74 in),Southpaw,33,29,25,4,,,M,183 ,188.0,Congo,Congolese,Scorpio,light heavyweight
1007,Badou Jack,1983-10-31,"Stockholm, Sweden",Super-middleweight/Light-heavyweight/Cruiserweight,6 ft 1 in (185 cm),73 in (185 cm),,34,28,17,3,3,,M,185 ,185,Sweden,Swedish,Scorpio,super middleweight
1008,John Conteh,1951-05-27,"Toxteth, Liverpool,Lancashire, England",Light-heavyweight/Cruiserweight/Heavyweight,6 ft 0 in (183 cm),76 in (193 cm),Orthodox,39,34,24,4,1,,M,183 ,193,England,British,Gemini,light heavyweight
1009,Miguel Ángel Cuello,1946-02-27,"Santa Fe, Argentina",Light heavyweight,5 ft 9 in (175 cm),,Orthodox,22,21,20,1,,,M,175 ,,Argentina,Argentine,Pisces,light heavyweight
1010,Mate Parlov,1948-11-16,"Split, PR Croatia, FPR Yugoslavia",light heavyweight/cruiserweight,1.86 m (6 ft 1 in),,,29,24,12,3,2,0,M,186 ,,Croatia,Croatian,Scorpio,light heavyweight
1011,J. B. Williamson,1956-12-18,"Indianapolis, Indiana, U.S.",Middleweight/Light heavyweight/Heavyweight,6 ft 1+1⁄2 in (187 cm),78 in (198 cm),Orthodox,43,26,10,16,0,1,M,187 ,198,USA,American,Capricorn,middleweight
1012,Dennis Andries,1953-11-05,"Georgetown, Guyana",Light heavyweight/Cruiserweight,5 ft 10+1⁄2 in (179 cm),72+1⁄2 in (184 cm),Orthodox,65,49,30,14,2,,M,179 ,184,Guyana,Guyanese,Scorpio,light heavyweight
1013,Donny Lalonde,1960-03-12,"Kitchener, Ontario, Canada",Light Heavyweight/Cruiserweight,,,Orthodox,47,41,33,5,1,0,M,,,Canada,Canadian,Pisces,light heavyweight
1014,Tony Willis,1960-06-17,"Liverpool, England",Lightweight,,,,29,25,16,4,0,0,M,,,England,British,Gemini,lightweight
1015,Mike McCallum,1956-12-07,"Kingston, Jamaica",Light middleweight/Middleweight/Light heavyweight/Cruiserweight,5 ft 11+1⁄2 in (182 cm)[1],78 in (198 cm)[1],Orthodox,55,49,36,5,1,,M,182 ,198,Jamaica,Jamaican,Capricorn,middleweight
1016,Fabrice Tiozzo,1969-05-08,"Saint-Denis, France",Light heavyweight/Cruiserweight,6 ft 0+1⁄2 in (184 cm),72 in (183 cm),Orthodox,50,48,32,2,,,M,184 ,183,France,French,Taurus,light heavyweight
1017,Montell Griffin,1970-06-06,"Chicago, Illinois, U.S.",Light heavyweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,59,50,30,8,1,,M,170 ,178,USA,American,Gemini,light heavyweight
1018,Adrian Diaconu,1978-06-09,"Ploieşti, Romania",Light-heavyweight,1.75 m (5 ft 9 in),183 cm (72 in),Orthodox,30,27,15,3,,,M,175 ,182.9,Romania,Romanian,Gemini,light heavyweight
1019,Oleksandr Gvozdyk,1987-04-15,"Kharkiv, Ukrainian SSR,Soviet Union",Light-heavyweight/Cruiserweight,1.88 m (6 ft 2 in)[1],192 cm (75.5 in),Orthodox,21,20,16,1,,,M,188 ,191.8,Ukraine,Ukrainian,Aries,light heavyweight
1020,Thulani Malinga,1955-12-11,"Ladysmith, South Africa",Middleweight/Super-middleweight/Light-heavyweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,57,44,19,13,,,M,177 ,,South Africa,South African,Capricorn,middleweight
1021,Vincenzo Nardiello,1966-06-11,"Stuttgart, West Germany",Super middleweight,5 ft 10+1⁄2 in (179 cm),73 in (185 cm),Southpaw,41,34,19,7,,,M,179 ,185,Germany,German,Gemini,super middleweight
1022,Richie Woodhall,1968-04-17,"Birmingham, England",Middleweight/Super-middleweight,,,Orthodox,29,26,16,3,,,M,,,England,British,Aries,middleweight
1023,Markus Beyer,1971-04-28,"Erlabrunn, East Germany",Super middleweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,39,35,13,3,1,,M,177 ,180,Germany,German,Taurus,super middleweight
1024,Glenn Catley,1972-03-15,"Frampton Cotterell, England [1]",Middleweight,5 ft 8+1⁄2 in (174 cm)[1],70 in (178 cm)[1],Orthodox,36,29,22,7,0,,M,174 ,178,England,British,Pisces,middleweight
1025,Dave Hilton Jr.,1963-12-09,"Port Credit, Ontario, Canada",Super middleweight,5 ft 8 in (1.73 m),,Orthodox,45,41,26,2,2,,M,173 ,,Canada,Canadian,Capricorn,super middleweight
1026,Éric Lucas,1971-05-29,"Montreal, Quebec, Canada",Super middleweight/Light heavyweight/Cruiserweight,6 ft 0 in (183 cm),74 in (188 cm),orthodox,50,39,15,8,3,0,M,183 ,188,Canada,Canadian,Gemini,super middleweight
1027,Cristian Sanavia,1975-02-27,"Piove di Sacco, Italy",Middleweight/Super middleweight,5 ft 7+1⁄2 in (171 cm),,Southpaw,56,49,15,6,1,,M,171 ,,Italy,Italian,Pisces,middleweight
1028,Mikkel Kessler,1979-03-01,"Copenhagen, Denmark",Super-middleweight/Light-heavyweight,1.85 m (6 ft 1 in),188 cm (74 in),Orthodox,49,46,35,3,,,M,185 ,188.0,Denmark,Danish,Pisces,super middleweight
1029,Anthony Dirrell,1984-10-14,"Flint, Michigan, U.S.",Super middleweight,6 ft 1+1⁄2 in (187 cm)[1],74+1⁄2 in (189 cm)[1],Orthodox,39,34,25,3,2,,M,187 ,189,USA,American,Libra,super middleweight
1030,David Benavidez,1996-12-17,"Phoenix, Arizona, U.S.",Super middleweight/Light heavyweight,188 cm (6 ft 2 in) [1],74+1⁄2 in (189 cm)[2],Orthodox,28,28,24,,,,M,188 ,189,USA,American,Capricorn,super middleweight
1031,Avni Yildirim,1991-08-05,"Sivas, Turkey",Middleweight/Super-middleweight/Light-heavyweight,5 ft 11+1⁄2 in (182 cm),70 in (178 cm),Orthodox stance,29,24,13,5,,,M,182 ,178,Turkey,Turkish,Leo,middleweight
1032,Rodrigo Valdéz,1946-02-22,"Cartagena, Colombia",Middleweight,5 ft 8 in (173 cm),70 in (178 cm),Orthodox,73,63,43,8,2,,M,173 ,178,Colombia,Colombian,Pisces,middleweight
1033,Bennie Briscoe,1943-02-08,"Augusta, Georgia, United States",Super Middleweight/Middleweight/Super Welterweight/Welterweight,5 ft 8 in (1.73 m),,Orthodox,96,66,53,24,5,1,M,173 ,,USA,American,Aquarius,welterweight
