,Name,Birthday,Place_of_birth,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests,Sex,Height_cm,Reach_cm,Country
1095,Bobby Chacon,1951-11-28,"Pacoima, California, U.S.",Featherweight/Super featherweight,5 ft 5+1⁄2 in (166 cm),,Orthodox,67,59,47,7,1,,M,166 ,,USA
1096,Azumah Nelson,1958-07-19,"Accra, Ghana",Featherweight/Super-featherweight/Lightweight,5 ft 5 in (165 cm)[1],68 in (173 cm)[1],Orthodox,47,39,28,6,2,,M,165 ,173 ,Ghana
1097,Jesse James Leija,1966-07-08,"San Antonio, Texas, U.S.",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 5 in (165 cm)[1],66 in (168 cm)[1],Orthodox,57,47,19,7,2,1,M,165 ,168 ,USA
1098,Gabriel Ruelas,1970-07-23,"Mascota, Jalisco, Mexico",Super featherweight,5 ft 7 in (170 cm),69 in (175 cm),Orthodox,56,49,24,7,,,M,170 ,175 ,Mexico
1099,Genaro Hernández,1966-05-10,"Los Angeles, California, U.S.",Super featherweight/Lightweight,5 ft 11 in (180 cm),72 in (183 cm),Orthodox,41,38,17,2,1,,M,180 ,183 ,USA
1100,Sirimongkol Singwangcha,1977-03-02,"Bueng Yitho, Thanyaburi, Pathum Thani, Thailand",Super-flyweight/Bantamweight/Super-featherweight/Lightweight/Light-welterweight/Welterweight/Light-middleweight/Middleweight/Light-heavyweight,5 ft 6 in (168 cm),72 in (183 cm),Orthodox,102,97,62,5,,,M,168 ,183 ,Thailand
1101,Vitali Tajbert,1982-05-25,"Mikhaylovka, Kazakh SSR, Soviet Union",Super-featherweight,5 ft 5.5 in (166 cm),,Orthodox,26,24,6,2,,,M,166 ,,kazakhstan
1102,Takahiro Ao,1984-04-06,"Ichihara, Chiba, Japan",Featherweight/Super-featherweight/Lightweight,5 ft 6+1⁄2 in (169 cm),68+1⁄2 in (174 cm),Southpaw,33,28,12,3,1,1,M,169 ,174 ,Japan
1103,Gamaliel Díaz,1981-02-14,"Tacámbaro, Michoacán, Mexico",Featherweight/Super featherweight/Lightweight,5 ft 8+1⁄2 in (174 cm),68+1⁄2 in (174 cm),Orthodox,63,40,19,20,3,,M,174 ,174 ,Mexico
1104,Takashi Miura,1984-05-14,"Mitane, Yamamoto District, Akita",Super featherweight,1.70 m (5 ft 7 in),,Southpaw,37,31,24,4,2,,M,170 ,,Japan
1105,Miguel Berchelt,1991-11-17,"Cancún, Quintana Roo, Mexico",Super featherweight,5 ft 7 in (170 cm),71+1⁄2 in (182 cm),Orthodox,42,39,35,3,,,M,170 ,182 ,Mexico
1106,O'Shaquie Foster,1993-09-17,"Orange, Texas, U.S.",Super featherweight/Lightweight,5 ft 8 in (173 cm),72 in (183 cm),Orthodox,24,22,12,2,,,M,173 ,183 ,USA
1107,Howard Winstone,1939-04-15,"Merthyr Tydfil, Wales",Featherweight,5 ft 5 in (165 cm),,Orthodox,67,61,27,6,,,M,165 ,,Wales
1108,José Legrá,1943-04-19,"Baracoa, Cuba",Featherweight,170 cm (5 ft 7 in),160 cm (63 in),Orthodox,144,129,49,11,4,0,M,170 ,63 in,Cuba
1109,David Kotei,1950-12-07,"Accra, Ghana",Featherweight/Lightweight,,,Orthodox,60,49,31,8,3,,M,,,Ghana
1110,Juan Laporte,1959-11-24,"Guayama, Puerto Rico",Featherweight/Super featherweight/Light welterweight,5 ft 5 in (165 cm),68 in (173 cm),Orthodox,57,40,22,16,1,0,M,165 ,173 ,Puerto Rico
1111,Marcos Villasana,1960-06-11,"Guerrero, Mexico",Featherweight,5 ft 4 in (1.63 m),,Orthodox,66,55,47,8,3,,M,163 ,,Mexico
1112,Paul Hodkinson,1965-09-14,"Liverpool, England",Featherweight,5 ft 4 in (163 cm),,Orthodox,26,22,21,3,1,,M,163 ,,England
1113,Gregorio Vargas,1970-10-27,"Cuautepec de Hinojosa, Hidalgo, Mexico",Featherweight/Super featherweight/Lightweight,5 ft 5+1⁄2 in (166 cm),67+1⁄2 in (171 cm),Orthodox,55,45,31,9,1,,M,166 ,171 ,Mexico
1114,Luisito Espinosa,1967-06-26,"Tondo, Manila, Philippines[2]",Bantamweight/Featherweight/Super featherweight,5 ft 7 in (170 cm)[1],69 in (175 cm)[1],Orthodox,60,47,26,13,,,M,170 ,175 ,Philippines
1115,César Soto,1971-09-17,"Lerdo, Durango, Mexico",Bantamweight/Super-bantamweight/Featherweight/Super-featherweight,5 ft 7 in (171 cm),68 in (174 cm),Orthodox,90,63,43,24,3,,M,171 ,174 ,Mexico
1116,Guty Espadas Jr.,1974-09-02,"Mérida, Yucatán, Mexico",Light Welterweight/Lightweight/Super Featherweight/Featherweight,5 ft 11 in (182 cm),73 in (185 cm),Orthodox,53,45,28,8,0,0,M,182 ,185 ,Mexico
1117,Chi In-Jin,1973-07-18,"Seoul, South Korea",Bantamweight/Super bantamweight/Featherweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,35,31,18,3,1,,M,170 ,170 ,South Korea
1118,Takashi Koshimoto,1971-01-05,"Fukuoka, Japan",Featherweight,5 ft 9+1⁄2 in (177 cm),,Southpaw,43,39,17,2,2,,M,177 ,,Japan
1119,Rodolfo López,1983-09-18,"Cancún, Quintana Roo, Mexico",Featherweight,5 ft 9 in (175 cm),,Orthodox,37,27,3,6,2,2,M,175 ,,Mexico
1120,Óscar Larios,1976-11-01,"Zapopan, Mexico",Super bantamweight/Featherweight,5 ft 7 in (170 cm),69+1⁄2 in (177 cm),Orthodox,71,63,39,7,1,,M,170 ,177 ,Mexico
1121,Elio Rojas,1982-09-25,"San Francisco de Macorís, Dominican Republic",Featherweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,27,24,14,3,,,M,170 ,178 ,Dominican Republic
1122,Hozumi Hasegawa,1980-12-16,"Nishiwaki, Hyōgo, Japan",Bantamweight/Super-bantamweight/Featherweight,5 ft 6 in (168 cm),67+1⁄2 in (171 cm),Southpaw,41,36,16,5,,,M,168 ,171 ,Japan
1123,Gary Russell Jr.,1988-06-05,"Washington, D.C., U.S.[3]",Featherweight,5 ft 4+1⁄2 in (164 cm)[1],64 in (163 cm)[1],Southpaw,33,31,18,2,,,M,164 ,163 ,USA
1124,Mark Magsayo,1995-06-22,"Tagbilaran City, Bohol, Philippines",Featherweight,5 ft 6+1⁄2 in (169 cm)[1],67+1⁄2 in (171 cm)[1],Orthodox,27,25,17,2,,,M,169 ,171 ,Philippines
1125,Rey Vargas,1990-11-25,"Otumba, Mexico",Super bantamweight/Featherweight/Super Featherweight,5 ft 10 in (178 cm)[1],71+1⁄2 in (182 cm)[1],Orthodox,37,36,22,1,,,M,178 ,182 ,Mexico
1126,Rigoberto Riasco,1953-01-11,"Panama City, Panama",Super bantamweight,5 ft 5 in (165 cm),,Orthodox,40,26,13,9,4,,M,165 ,,Panama
1127,Royal Kobayashi,1949-10-10,"Shimomashiki District, Kumamoto, Japan[1]",featherweight/junior featherweight,5 ft 5+1⁄2 in (1.66 m),,orthodox,43,35,27,8,,,M,166 ,,Japan
1128,Yum Dong-Kyun,1950-11-10,"Okcheon, Chungcheongbuk-do, South Korea",Super bantamweight,5 ft 4.5 in (1.64 m),,,66,53,21,5,8,0,M,164 ,,South Korea
1129,Juan Meza,1956-03-18,"Mexicali, Baja California, Mexico",Super bantamweight,5 ft 7 in (170 cm),69 in (175 cm),Orthodox,54,45,37,9,,,M,170 ,175 ,Mexico
1130,Lupe Pintor,1955-04-13,"Cuajimalpa, Mexico City, Mexico",Bantamweight/Super bantamweight/Lightweight/Light welterweight,5 ft 4+1⁄2 in (164 cm)[1],66 in (168 cm)[1],Orthodox,72,56,42,14,2,,M,164 ,168 ,Mexico
1131,Samart Payakaroon,1962-12-05,,,172 cm (5 ft 8 in),,,,130,,18,2,,M,172 ,,unknown
1132,Daniel Zaragoza,1957-12-11,"Mexico City, Mexico",Bantamweight/Super bantamweight,5 ft 7 in (170 cm),68 in (173 cm),Southpaw,66,55,28,8,3,,M,170 ,173 ,Mexico
1133,Paul Banke,1964-03-01,"Blythe, California, U.S.",Super bantamweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Southpaw,30,21,11,9,,,M,164 ,165 ,USA
1134,Pedro Rubén Décima,1964-03-10,"Tucumán Province, Argentina",Super bantamweight,1.68 m (5 ft 6 in),165 cm (65 in),Orthodox,36,31,21,4,0,1,M,168 ,65 in,Argentina
1135,Kiyoshi Hatanaka,1967-03-07,"Nishikasugai District (later merged into Kitanagoya), Aichi, Japan[1][2]",super bantamweight,5 ft 7 in (1.70 m),,orthodox,25,22,15,2,1,,M,170 ,,Japan
1136,Thierry Jacob,1965-03-08,"Calais, France",Bantamweight/Super bantamweight,5 ft 6+1⁄2 in (169 cm),,Southpaw,45,39,20,6,,,M,169 ,,France
1137,Hector Acero Sánchez,1966-03-18,"Santiago de los Caballeros, Dominican Republic",Super bantamweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,53,41,22,9,3,,M,170 ,178 ,Dominican Republic
1138,Willie Jorrín,1969-11-12,"Sacramento, California",Super Featherweight/Featherweight/Super Bantamweight,5 ft 6 in (1.68 m),69 in (175 cm),Orthodox,32,29,13,2,1,0,M,168 ,175 ,USA
1139,Toshiaki Nishioka,1976-07-25,"Kakogawa, Hyōgo, Japan",Bantamweight/Super-bantamweight,5 ft 6+1⁄2 in (169 cm)[1],68+1⁄2 in (174 cm)[1],Southpaw,47,39,24,5,3,,M,169 ,174 ,Japan
1140,Victor Terrazas,1983-02-11,"Guadalajara, Mexico",Super bantamweight/Featherweight/Super featherweight,5 ft 5+1⁄2 in (166 cm),65+1⁄2 in (166 cm),Orthodox,47,38,21,7,2,,M,166 ,166 ,Mexico
1141,Hugo Ruiz,1988-09-21,"Los Mochis, Mexico",Super flyweight/Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,44,39,33,5,,,M,175 ,175 ,Mexico
1142,Brandon Figueroa,1996-12-29,"Weslaco, Texas, U.S.",Super bantamweight/Featherweight,5 ft 8 in (173 cm)[1],72+1⁄2 in (184 cm)[1],Orthodox,26,24,18,1,1,,M,173 ,184 ,USA
1143,Rodolfo Martínez,1948-08-24,"Tepito, Mexico City",Super featherweight/Featherweight/Super bantamweight/Bantamweight,1.73 m (5 ft 8 in),183 cm (72 in),Orthodox,52,44,35,7,1,0,M,173 ,72 in,Mexico
1144,Alberto Dávila,1954-08-10,United States,Bantamweight,5 ft 3 in (1.60 m),,,67,56,26,10,,1,M,160 ,,USA
1145,Greg Richardson,1958-02-07,"Youngstown, Ohio, US",Super flyweight/Bantamweight/Super bantamweight,5 ft 8 in (173 cm),69 in (175 cm),Orthodox,40,31,4,8,1,,M,173 ,175 ,USA
1146,Joichiro Tatsuyoshi,1970-05-15,"Kurashiki, Japan",Bantamweight/Super bantamweight,5 ft 5 in (165 cm),65 in (165 cm),Orthodox,28,20,14,7,1,,M,165 ,165 ,Japan
1147,Victor Rabanales,1962-12-23,"Ciudad Hidalgo, Chiapas, Mexico",Bantamweight/Super bantamweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Orthodox,73,49,26,21,3,,M,164 ,165 ,Mexico
1148,Byun Jung-Il,1968-11-16,"Seoul, South Korea",Bantamweight,5 ft 6 in (168 cm),,Southpaw,12,10,4,2,,,M,168 ,,South Korea
1149,Yasuei Yakushiji,1968-07-22,"Tsukumi, Ōita, Japan",Bantamweight,,,Orthodox,28,24,16,3,1,,M,,,Japan
1150,Wayne McCullough,1970-07-07,"Belfast, Northern Ireland",Bantamweight/Super-bantamweight/Featherweight,5 ft 7 in (170 cm)[1],66 in (168 cm)[1],Orthodox,34,27,18,7,,,M,170 ,168 ,Ireland
1151,Sirimongkol Singmanasak,1977-03-02,"Bueng Yitho, Thanyaburi, Pathum Thani, Thailand",Super-flyweight/Bantamweight/Super-featherweight/Lightweight/Light-welterweight/Welterweight/Light-middleweight/Middleweight/Light-heavyweight,5 ft 6 in (168 cm),72 in (183 cm),Orthodox,102,97,62,5,,,M,168 ,183 ,Thailand
1152,Veeraphol Sahaprom,1968-11-16,"Nakhon Ratchasima province, Thailand",Super Flyweight/Bantamweight,5 ft 4 in (162 cm),65 in (165 cm),Orthodox,72,66,47,4,2,0,M,162 ,165 ,Thailand
1153,Nordine Oubaali,1986-08-04,"Lens, Pas-de-Calais, France",Bantamweight,5 ft 3+1⁄2 in (161 cm)[1],67 in (170 cm)[1],Southpaw,18,17,12,2,,,M,161 ,170 ,France
1154,Alexandro Santiago,1996-02-07,"Tijuana, Baja California, Mexico",Super flyweight/Bantamweight,5 ft 2+1⁄2 in (159 cm),65+1⁄2 in (166 cm),Orthodox,37,28,14,4,5,,M,159 ,166 ,Mexico
1155,Rafael Orono,1958-08-30,"Sucre, Venezuela",Super flyweight,5 ft 7+1⁄2 in (171 cm),,Orthodox,41,32,16,7,2,,M,171 ,,Venezuela
1156,Payao Poontarat,1956-10-18,"Bang Sapan, Thailand",Super flyweight,,,Orthodox,14,10,7,4,,,M,,,Thailand
1157,Jiro Watanabe,1955-03-16,"Okayama,[1] Japan",Super flyweight,5 ft 5+1⁄2 in (166 cm),,Southpaw,28,26,17,2,0,0,M,166 ,,Japan
1158,Gilberto Román,1961-11-29,"Mexicali, Baja California, Mexico",Super flyweight/Bantamweight/Super bantamweight,1.60 m (5 ft 3 in),168 cm (66 in),Orthodox,61,54,35,6,1,0,M,160 ,66 in,Mexico
1159,Santos Laciar,1959-01-31,"Huinca Renancó, Córdoba, Argentina",Flyweight/Super flyweight,5 ft 1 in (155 cm),62+1⁄2 in (159 cm),Orthodox,101,79,31,10,11,,M,155 ,159 ,Argentina
1160,Sugar Baby Rojas,1961-01-02,"Barranquilla, Colombia",Super flyweight,5 ft 7 in / 170cm,,,47,37,22,9,1,0,M,5 ft 7 in / 170,,Colombia
1161,Nana Konadu,1964-02-15,"Sunyani, Ghana",Flyweight/Super-flyweight/Bantamweight/Featherweight,5 ft 6+1⁄2 in (169 cm)[1],68 in (173 cm)[1],Orthodox,47,41,32,5,1,,M,169 ,173 ,Ghana
1162,Moon Sung-Kil,1963-07-20,"Yeongam, South Jeolla South Korea",Super-flyweight/Bantamweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,22,20,15,2,,,M,165 ,168 ,South Korea
1163,José Luis Bueno,1969-12-08,"Nezahualcóyotl, México, Mexico",Super Bantamweight/Bantamweight/Super Flyweight,5 ft 4+1⁄2 in (164 cm),69 in (175 cm),Orthodox,41,30,21,9,2,0,M,164 ,175 ,Mexico
1164,Hiroshi Kawashima,1970-03-27,"Tokushima Prefecture, Japan",Super flyweight,,,Southpaw,24,20,14,3,1,0,M,,,Japan
1165,Masamori Tokuyama,1974-09-17,"Tokyo, Japan",Flyweight/Super-flyweight,,,Orthodox,36,32,8,3,1,0,M,,,Japan
1166,Katsushige Kawashima,1974-10-06,"Ichihara, Chiba, Japan",Super flyweight,,,Orthodox,39,32,21,7,,,M,,,Japan
1167,Suriyan Sor Rungvisai,1989-03-02,"Sikhio District, Nakhon Ratchasima Province, Thailand",Flyweight/Super flyweight/Bantamweight,161 cm (5 ft 3 in),,,57,49,25,7,1,,M,161 ,,Thailand
1168,Carlos Cuadras,1988-08-24,"Guamúchil, Sinaloa, Mexico",Super flyweight/Bantamweight,5 ft 4 in (163 cm)[1],66 in (168 cm)[1],Orthodox,47,41,27,5,1,,M,163 ,168 ,Mexico
1169,Horacio Accavallo,1934-10-14,"Buenos Aires, Argentina",Flyweight,5 ft 1+1⁄2 in (156 cm),,Southpaw,83,75,34,2,6,,M,156 ,,Argentina
1170,Betulio González,1949-10-24,"Maracaibo, Venezuela",Flyweight,5 ft 2+1⁄2 in (159 cm),,,92,76,52,12,4,,M,159 ,,Venezuela
1171,Yuri Arbachakov,1966-10-22,"Kemerovo Oblast, Russian SFSR, Soviet Union",Flyweight,5 ft 4 in (163 cm),,Orthodox,24,23,16,1,,,M,163 ,,Russia
1172,Chatchai Singwangcha,1970-02-05,"Nakhon Ratchasima, Thailand",Flyweight/Super-flyweight/Bantamweight,5 ft 2+1⁄2 in (159 cm),63 in (160 cm),Orthodox,68,63,38,4,1,,M,159 ,160 ,Thailand
1173,Medgoen 3K-Battery,1978-06-12,"Roi Et Province, Thailand",Bantamweight/Flyweight,1.63 m (5 ft 4 in),,Orthodox,80,74,51,"6
[1]",,,M,163 ,,Thailand
1174,Malcolm Tuñacao,1977-12-08,"Mandaue City, Cebu, Philippines",Bantamweight,5 ft 6 in (1.68 m),67 in (170 cm),Southpaw,41,35,20,3,3,,M,168 ,170 ,Philippines
1175,Daisuke Naito,1974-08-30,"Toyoura, Hokkaido, Japan",Flyweight,5 ft 4 in (162 cm),,Orthodox,41,35,22,3,3,,M,162 ,,Japan
1176,Kōki Kameda,1986-11-17,"Osaka, Japan",Light-flyweight/Flyweight/Super-flyweight/Bantamweight,1.66 m (5 ft 5 in),1.68 m (66 in),Southpaw,35,33,18,2,,,M,166 ,66 in,Japan
1177,Juan Hernández Navarrete,1987-02-24,"Morelia, Mexico",Minimumweight/Flyweight,5 ft 2+1⁄2 in (159 cm),65+1⁄2 in (166 cm),Orthodox,41,37,28,4,,,M,159 ,166 ,Mexico
1178,Daigo Higa,1995-08-09,"Urasoe, Okinawa, Japan",Flyweight/Super flyweight/Bantamweight,5 ft 3+1⁄2 in (161 cm),64 in (163 cm),Orthodox,24,21,18,2,1,,M,161 ,163 ,Japan
1179,Cristofer Rosales,1994-10-06,"Managua, Nicaragua",Light flyweight/Flyweight,5 ft 6+1⁄2 in (169 cm),71+1⁄2 in (182 cm),Orthodox,42,36,22,6,,,M,169 ,182 ,Nicaragua
1180,Julio Cesar Martinez,1995-01-27,"Mexico City, Mexico",Flyweight/Super flyweight,5 ft 2 in (157 cm),63 in (160 cm),Orthodox,24,20,15,2,,2,M,157 ,160 ,Mexico
1181,Franco Udella,1947-02-25,"Cagliari, Italy",Flyweight/Light flyweight,5 ft 0 in (152 cm),,,43,37,18,5,0,1,M,152 ,,Italy
1182,Luis Estaba,1938-08-13,"Güiria, Venezuela",Light flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,52,41,27,9,2,0,M,161 ,,Venezuela
1183,Netrnoi Sor Vorasingh,1959-04-22,"Bua Yai District, Thailand",Light flyweight/Flyweight,149.8 cm (4 ft 11 in),,Southpaw,38,29,15,7,2,0,M,1498 ,,Thailand
1184,Kim Sung-Jun,1953-06-03,"Busan, South Korea",Light Flyweight,5 ft 2+1⁄2 in (159 cm),,,48,28,13,14,6,0,M,159 ,,South Korea
1185,Shigeo Nakajima,1954-01-16,"Yūki, Ibaraki, Japan",Light flyweight,5 ft 3 in (160 cm),61+1⁄2 in (156 cm),Orthodox,19,13,7,5,1,,M,160 ,156 ,Japan
1186,Hilario Zapata,1958-08-19,"Panama City, Panama",Light flyweight/Flyweight/Super flyweight,5 ft 6 in (168 cm),68 in (173 cm),Southpaw,54,43,14,10,1,,M,168 ,173 ,Panama
1187,Amado Ursua,1956-09-13,"Mexico City, Mexico",Bantamweight/Flyweight/Minimumweight,1.65 m (5 ft 5 in),180 cm (71 in),Orthodox,55,34,25,21,,,M,165 ,71 in,Mexico
1188,Tadashi Tomori,1959-12-28,"Naha, Okinawa, USCAR(nowadays Japan)",Light flyweight,5 ft 3 in (160 cm),,Orthodox,26,19,5,7,,,M,160 ,,Japan
1189,Chang Jung-Koo,1963-02-04,"Busan, South Korea",Light-flyweight,5 ft 3+1⁄2 in (161 cm),,Orthodox,42,38,17,4,,,M,161 ,,South Korea
1190,Germán Torres,1957-05-28,"Celaya, Mexico",Light Flyweight,5 ft 5 in (165 cm),,Orthodox,80,63,47,13,4,0,M,165 ,,Mexico
1191,Lee Yul-Woo,1967-01-25,"Okcheon County, South Korea",Light-flyweight/Flyweight,5 ft 5 in (165 cm),,Orthodox,22,19,10,3,,,M,165 ,,South Korea
1192,Rolando Pascua,1965-11-19,"Cebu City, Philippines",Light-flyweight/Flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 5 in (165 cm),,Southpaw,70,45,17,25,,,M,165 ,,Philippines
1193,Choi Yo-Sam,,,Light flyweight,,,,37,32,19,5,,,M,,,unknown
1194,Omar Niño Romero,1976-05-12,"Guadalajara, Jalisco, Mexico",Flyweight/Light Flyweight,,,Orthodox,39,31,12,5,2,1,M,,,Mexico
1195,Rodel Mayol,1981-08-09,"Mandaue City, Cebu, Philippines",Light Flyweight,5 ft 4 in (1.63 m),,,39,31,22,6,2,,M,163 ,,Philippines
1196,Gilberto Keb Baas,1977-10-21,"Hunucmá, Yucatán, Mexico",Light Flyweight,,,Orthodox,58,34,21,20,4,0,M,,,Mexico
1197,Kompayak Porpramook,1982-06-18,,,154 cm (5 ft 1⁄2 in),,,,61,,14,1,,M,154 ,,unknown
1198,Pedro Guevara,1879-02-23,,,,,,,,,,,,M,,,unknown
1199,Ganigan López,1981-11-12,"Amecameca, Mexico",Mini flyweight/Light flyweight/Flyweight,5 ft 4+1⁄2 in (164 cm),65 in (165 cm),Southpaw,51,38,19,13,,,M,164 ,165 ,Mexico
1200,Hiroki Ioka,1969-01-08,"Sakai, Osaka, Japan",Mini-flyweight/Light-flyweight/Flyweight/Super-flyweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,42,33,17,8,1,,M,169 ,,Japan
1201,Napa Kiatwanchai,1967-07-27,"Chok Chai District, Nakhon Ratchasima Province, Thailand",Strawweight/Light flyweight,,,,25,16,8,8,1,,M,,,Thailand
1202,Choi Jum-Hwan,1967-06-09,South Korea,Mini-flyweight/Light-flyweight,,,Orthodox,23,20,8,3,,,M,,,South Korea
1203,Wandee Singwangcha,1980-02-05,"Udon Thani, Thailand",minimumweight/light flyweight/flyweight/super flyweight,5 ft 2 in (157 cm),,Orthodox,85,67,18,17,1,0,M,157 ,,Thailand
1204,Eagle Den Junlaphan,1978-12-04,"Bang Mun Nak District, Phichit Province, Thailand",Mini-flyweight,1.61 m (5 ft 3 in),157 cm (62 in),Orthodox,20,18,6,2,,,M,161 ,62 in,Thailand
1205,Isaac Bustos,1975-02-16,"Mexico City, Distrito Federal, Mexico",Mini flyweight,5 ft 4 in (163 cm),72 in (183 cm),Orthodox,38,25,13,10,3,,M,163 ,183 ,Mexico
1206,Oleydong Sithsamerchai,1985-07-17,"Huai Yot, Thailand",Minimumweight/Super flyweight,5′ 3½ in (161 cm),,Southpaw,72,69,29,2,1,,M,161 ,,Thailand
1207,Xiong Chaozhong,1982-10-03,"Wénshān, China",Mini-flyweight/Light-flyweight/Flyweight,5 ft 0 in (152 cm),60+1⁄2 in (154 cm),Orthodox,36,27,14,8,1,,M,152 ,154 ,China
1208,Oswaldo Novoa,1982-02-02,"Guadalajara, Mexico",Mini flyweight/Light flyweight/Flyweight,5 ft 3 in (160 cm),63 in (160 cm),Orthodox,28,14,9,10,4,,M,160 ,160 ,Mexico
1209,Wanheng Menayothin,1985-10-27,"Amphoe Borabue,Maha Sarakham Province, Thailand",Mini-flyweight,5 ft 2 in (157 cm)[1][2],64+1⁄2 in (164 cm)[1],Orthodox,59,55,19,3,,1,M,157 ,164 ,Thailand
1210,Panya Pradabsri,1991-02-21,"Amphoe Nam Yuen, Ubon Ratchathani province, Thailand",Mini-flyweight,162 cm (5 ft 4 in),,,43,41,25,2,,,M,162 ,,Thailand
1211,Yudai Shigeoka,1997-04-16,"Kumamoto, Japan",Mini-flyweight/Light-flyweight,5 ft 3 in (160 cm),,Southpaw,8,8,5,,,,M,160 ,,Japan
1212,Gene Tunney,1897-05-25,"New York City, U.S.",Light-heavyweight/Heavyweight,6 ft 0 in (183 cm),76 in (193 cm),Orthodox,88,82,49,1,4,1,M,183 ,193 ,USA
1213,Max Schmeling,1905-09-28,"Klein Luckow, Province of Brandenburg, Prussia, German Empire",Light-heavyweight/Heavyweight,1.85 m (6 ft 1 in),1.93 m (76 in),Orthodox,70,56,40,10,4,,M,185 ,76 in,Germany
1214,Ernie Terrell,1939-04-04,"Belzoni, Mississippi, U.S.",Heavyweight,6 ft 6 in (198 cm),82 in (208 cm),Orthodox,55,46,21,9,,,M,198 ,208 ,USA
1215,Michael Dokes,1958-08-10,"Akron, Ohio, U.S.",Heavyweight,6 ft 3 in (191 cm),78 in (198 cm),Orthodox,61,53,33,6,2,,M,191 ,198 ,USA
1216,Gerrie Coetzee,1955-04-08,"Boksburg, East Rand,Gauteng, South Africa",Heavyweight,1.92 m (6 ft 4 in),206 cm (81 in),Orthodox,40,33,21,6,1,,M,192 ,81 in,South Africa
1217,Tony Tubbs,1958-02-15,"Cincinnati, Ohio, U.S.",Heavyweight,6 ft 3 in (191 cm),79 in (201 cm),Orthodox,59,47,25,10,,2,M,191 ,201 ,USA
1218,Bruce Seldon,1967-01-30,"Atlantic City, New Jersey, U.S.",Heavyweight,6 ft 1+1⁄2 in (187 cm),78 in (198 cm),Orthodox,48,40,36,8,,,M,187 ,198 ,USA
1219,John Ruiz,1972-01-04,"Chelsea, Massachusetts, U.S.",Heavyweight,6 ft 2 in (188 cm)[1],80 in (203 cm)[1],Orthodox,55,44,30,9,1,1,M,188 ,203 ,USA
1220,Nikolai Valuev,1973-08-21,"Leningrad, Russian SFSR, Soviet Union",Heavyweight,2.13 m (7 ft 0 in)[1][2][3][nb 1],216 cm (85 in),Orthodox,53,50,34,2,,1,M,213 ,85 in,Russia
1221,Ruslan Chagaev,1978-10-19,"Andijan, Uzbek SSR, Soviet Union (now Uzbekistan)",Heavyweight,1.85 m (6 ft 1 in)[1],188 cm (74 in)[1],Southpaw,38,34,21,2,1,1,M,185 ,74 in,Uzbekistan
1222,Alexander Povetkin,1979-09-02,"Kursk, Russian SFSR, Soviet Union",Heavyweight,1.88 m (6 ft 2 in)[1],190 cm (75 in)[1],Orthodox,40,36,25,3,1,,M,188 ,75 in,Russia
1223,Mahmoud Charr,,,Heavyweight,1.92 m (6 ft 3+1⁄2 in)[1],195 cm (77 in),Orthodox,38,34,20,4,,,M,192 ,77 in,unknown
1224,Trevor Bryan,1989-08-23,"Albany, New York, U.S.",Heavyweight,6 ft 4 in (193 cm),79 in (201 cm),Orthodox,24,22,15,2,,,M,193 ,201 ,USA
1225,Ossie Ocasio,1955-08-12,"Santurce, San Juan, Puerto Rico[1]",Cruiserweight/Heavyweight,5 ft 11+1⁄2 in (182 cm),74 in (188 cm),Orthodox,37,23,12,13,1,0,M,182 ,188 ,Puerto Rico
1226,Piet Crous,1955-07-02,"Johannesburg, South Africa",Cruiserweight,,,Orthodox,30,26,21,2,1,1,M,,,South Africa
1227,Taoufik Belbouli,1954-12-10,"Bennane, Tunisia",Cruiserweight/Heavyweight,6 ft 1 in (185 cm),,Orthodox,31,29,23,1,1,,M,185 ,,Tunisia
1228,Orlin Norris,1965-10-04,"Lubbock, Texas, U.S.",Cruiserweight/Heavyweight,5 ft 9+1⁄2 in (177 cm),70 in (178 cm),Orthodox,70,57,30,10,1,2,M,177 ,178 ,USA
1229,Firat Arslan,1970-09-28,"Friedberg, Germany",Cruiserweight,5 ft 11+1⁄2 in (182 cm),77 in (196 cm),Southpaw,67,55,40,9,3,,M,182 ,196 ,Germany
1230,Guillermo Jones,1972-05-05,"Colón, Panama",Welterweight/Light middleweight/Cruiserweight/Heavyweight,6 ft 4 in (193 cm),76 in (193 cm),Orthodox,47,41,31,3,2,1,M,193 ,193 ,Panama
