,Name,Birthday,Nationality,Weight,Height,Reach,Stance,Total Fights,Wins,Wins by KO,Losses,Draws,No Contests
1212,Chris Algieri,1984-03-02,"Huntington, New York, U.S.",Light welterweight/Welterweight,5 ft 10 in (178 cm)[1],72 in (183 cm)[1],Orthodox,29,25,9,4,,
1213,Maurice Hooker,1989-08-07,"Dallas, Texas, U.S.",Light welterweight/Welterweight,5 ft 11 in (180 cm),80 in (203 cm),Orthodox,33,27,18,3,3,
1214,José Ramírez,,,,,,,,,,,,
1215,Mauricio Aceves,1960-12-18,"Mexico City, Mexico",Welterweight/Light welterweight/Lightweight,1.85 m (6 ft 1 in),191 cm (75 in),Southpaw,43,26,20,16,1,
1216,Artur Grigorian,1967-10-20,"Tashkent, Uzbek SSR, Soviet Union[1]",Lightweight,5 ft 7+1⁄2 in (1.71 m),69 in (175 cm),Southpaw,39,38,23,1,0,0
1217,Acelino Freitas,1975-09-21,"Salvador, Bahia, Brazil",Super featherweight/Lightweight/Light middleweight,5 ft 6 in (168 cm)[1],69 in (175 cm)[1],Orthodox,43,41,34,2,,
1218,Zahir Raheem,,,,,,,,,,,,
1219,Ricky Burns,1983-04-13,"Coatbridge, Lanarkshire, Scotland",Super-featherweight/Lightweight/Light-welterweight/Welterweight,5 ft 9 in (175 cm),70 in (178 cm),Orthodox,54,45,17,8,1,
1220,Terry Flanagan,,,,,,,,,,,,
1221,Ray Beltrán,1981-07-23,"Los Mochis, Sinaloa, Mexico",Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 8 in (173 cm),71 in (180 cm),Orthodox,49,37,23,10,1,1
1222,Kamel Bou Ali,1958-12-06,"Tunis, Tunisia",Super featherweight,5 ft 6 in (168 cm),,Orthodox,43,37,15,6,,
1223,Daniel Londas,1954-05-17,"Fort-de-France, Martinique",Super featherweight/Lightweight,166 cm (5 ft 5 in),,,68,58,25,9,1,
1224,Regilio Tuur,1967-08-12,"Paramaribo, Suriname",Super featherweight/Lightweight,5 ft 7.5 in (1.71 m),,Orthodox,51,46,30,4,1,
1225,Barry Jones,,,,,,,,,,,,
1226,Anatoly Alexandrov,,,,,,,,,,,,
1227,Mike Anchondo,1982-04-15,"Los Angeles, California, U.S.",Super featherweight,5 ft 5 in (165 cm),66 in (168 cm),Orthodox,33,30,19,3,,
1228,Jorge Rodrigo Barrios,1976-08-01,"Tigre, Buenos Aires, Argentina",Super featherweight,5 ft 6 in (168 cm),,Orthodox,60,53,36,5,1,1
1229,Joan Guzmán,1976-05-01,"Santo Domingo, Dominican Republic",Super bantamweight/Featherweight/Super featherweight/Lightweight/Light welterweight,5 ft 7 in (170 cm),67 in (170 cm),Orthodox,37,34,21,1,1,1
1230,Alex Arthur,1978-06-26,"Edinburgh, Scotland",Super featherweight,5 ft 9 in (175 cm),69 in (175 cm),Orthodox,34,31,21,3,,
1231,Nicky Cook,1979-09-13,"Stepney, London, England",Featherweight/Super featherweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,33,33,16,3,,
1232,Román Martínez,,,,,,,,,,,,
1233,Adrien Broner,1989-07-28,"Cincinnati, Ohio, U.S.",Super featherweight/Lightweight/Light welterweight/Welterweight,5 ft 6+1⁄2 in (169 cm)[1],69+1⁄2 in (177 cm)[1],Orthodox,41,35,24,4,1,1
1234,Miguel Beltrán Jr.,1989-07-21,"Los Mochis, Sinaloa, Mexico",Featherweight/Super Featherweight/Lightweight,5 ft 7 in (170 cm),65 in (165 cm),Orthodox,43,34,23,8,,1
1235,Masayuki Ito,1991-01-19,"Kōtō, Tokyo, Japan",Super-featherweight/Lightweight,5 ft 8+1⁄2 in (174 cm)[1],68+1⁄2 in (174 cm)[1],Orthodox,34,28,15,4,1,
1236,Jamel Herring,1985-10-30,"Rockville Centre, New York, U.S.",Super-featherweight/Lightweight,5 ft 10 in (178 cm),70 in (178 cm),Southpaw,28,24,12,4,,
1237,Emanuel Navarrete,1995-01-17,"San Juan Zitlaltepec, Estado de Mexico, Mexico",Flyweight/Super bantamweight/Featherweight/Super featherweight,5 ft 7 in (170 cm),72 in (183 cm),Orthodox,40,38,31,1,1,
1238,Maurizio Stecca,1963-03-09,"Santarcangelo di Romagna, Italy",Featherweight,5 ft 6+1⁄2 in (169 cm),,Orthodox,53,49,22,4,0,0
1239,Louie Espinoza,1962-05-12,"Winkelman, Arizona, US",Super bantamweight/Featherweight,5 ft 8 in (173 cm),,Orthodox,66,52,44,12,2,
1240,Colin McMillan,1966-02-12,"London, England",Featherweight,,,,35,31,14,4,,
1241,Rubén Darío Palacio,,,,,,,,,,,,
1242,Steve Robinson,,,,,,,,,,,,
1243,István Kovács,,,,,,,,,,,,
1244,Pablo Chacón,1975-05-22,"Las Heras, Mendoza, Argentina",Featherweight/Super featherweight,5 ft 4 in (163 cm),,Orthodox,61,54,37,7,,
1245,Scott Harrison,,,,,,,,,,,,
1246,Steven Luevano,1981-03-03,"Los Angeles, California, U.S.",Featherweight/Super Featherweight,5 ft 9 in (175 cm),72 in (183 cm),Southpaw,40,37,15,2,1,
1247,Juan Manuel López,,,,,,,,,,,,
1248,Orlando Cruz,1981-07-01,"Yabucoa, Puerto Rico",Lightweight,5 ft 4 in (1.63 m),,Southpaw,34,25,13,7,2,
1249,Óscar Valdez,1990-12-22,"Nogales, Sonora, Mexico",Featherweight/Super featherweight,5 ft 5 in (165 cm)[1],66 in (168 cm)[1],Orthodox,33,31,23,2,,
1250,Robeisy Ramírez,1993-12-20,"Cienfuegos, Cuba",Featherweight,5 ft 5 in (165 cm),68 in (173 cm),Southpaw,15,13,8,2,,
1251,Rafael Espinoza,1994-04-21,"Guadalajara, Jalisco, Mexico",Featherweight,6 ft 1 in (185 cm),74 in (188 cm),Orthodox,24,24,20,,,
1252,Kenny Mitchell,1960-02-07,"Stockton, California, USA",Bantamweight/Super bantamweight,5 ft 2 in (157 cm),,Orthodox,40,22,5,15,3,
1253,Valerio Nati,1956-04-11,"Dovadola, Italy",Bantamweight/Super bantamweight/Featherweight,5 ft 5 in (165 cm),,Orthodox,55,46,28,5,4,0
1254,Orlando Fernandez,,,,,,,,,,,,
1255,Jesse Benavides,1963-11-03,"Corpus Christi, Texas, US",Super bantamweight/Featherweight,5 ft 4 in (163 cm),,Orthodox,46,40,25,5,1,
1256,Daniel Jiménez,,,,,,,,,,,,
1257,Richie Wenton,1967-10-28,"Liverpool, England",Super bantamweight/featherweight,5 ft 8 in (173 cm),70 in (178 cm),,30,24,10,6,,
1258,Agapito Sánchez,1970-02-14,"La Victoria, Dominican Republic",Super bantamweight,5 ft 4 in (1.63 m),,,50,36,18,11,3,
1259,Daniel Ponce de León,1980-07-27,"Ciudad Cuauhtémoc,Chihuahua, Mexico",Bantamweight/Super bantamweight/Featherweight/Super featherweight,5 ft 5 in (165 cm),70 in (178 cm),Southpaw,52,45,35,7,,
1260,Wilfredo Vázquez Jr.,1984-06-18,"Bayamón, Puerto Rico",Super bantamweight/Featherweight,5 ft 5+1⁄2 in (166 cm),66 in (168 cm),Orthodox,33,25,20,7,1,
1261,Jorge Arce,1979-07-27,"Los Mochis, Sinaloa, Mexico",Light flyweight/Flyweight/Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 4+1⁄2 in (164 cm),66 in (168 cm),Orthodox,75,64,49,8,2,1
1262,Jessie Magdaleno,1991-11-08,"Pomona, California, U.S.",Super bantamweight/Featherweight,5 ft 4 in (163 cm),66 in (168 cm),Southpaw,31,29,18,2,,
1263,Isaac Dogboe,1994-09-26,"Accra, Ghana",Super-bantamweight/Featherweight,5 ft 2 in (157 cm)[1],64 in (163 cm),Orthodox,28,24,16,4,,
1264,Angelo Leo,1994-05-15,"Albuquerque, New Mexico, U.S.",Super bantamweight,5 ft 6 in (168 cm),69 in (175 cm),Orthodox,24,23,11,1,,
1265,Israel Contreras,1960-12-27,"La Guaira, Venezuela",Super flyweight/Bantamweight,,,Orthodox,42,38,27,3,1,0
1266,Rafael del Valle,,,,,,,,,,,,
1267,Alfred Kotey,1968-06-03,"Accra, Ghana",Flyweight/Bantamweight/Super-bantamweight/Featherweight/Super-featherweight/Lightweight,5 ft 5 in (165 cm),68 in (173 cm),Orthodox,43,26,17,16,1,
1268,Robbie Regan,1968-08-30,"Caerphilly, Wales",Flyweight/Bantamweight,5 ft 4 in (163 cm),,,22,17,7,2,3,
1269,Jorge Eliécer Julio,1969-04-04,"El Retén, Colombia",Bantamweight/Super bantamweight,5 ft 5 in (165 cm)[1],68 in (173 cm)[1],Orthodox,49,44,32,5,,
1270,Mauricio Martínez,,,,,,,,,,,,
1271,Cruz Carbajal,1974-05-03,"Veracruz, Mexico",Super flyweight/Bantamweight/Super bantamweight,1.65 m (5 ft 5 in),165 cm (65 in),Orthodox,53,32,26,19,2,0
1272,Ratanachai Sor Vorapin,1976-11-01,"Dankhuntod, Nakhon Ratchasima, Thailand",Super flyweight/Bantamweight,5 ft 5 in (165 cm),,Southpaw,89,75,50,14,0,0
1273,Gerry Peñalosa,1972-08-07,"San Carlos, Negros Occidental, Philippines",Light-flyweight/Super-flyweight/Bantamweight/Super-bantamweight,5 ft 4 in (163 cm),65 in (165 cm),Southpaw,65,55,37,8,2,
1274,Fernando Montiel,1979-03-01,"Los Mochis, Sinaloa, Mexico",Flyweight/Super flyweight/Bantamweight/Super bantamweight/Featherweight,5 ft 4 in (163 cm)[1],66+1⁄2 in (169 cm)[1],Orthodox,62,54,39,6,2,
1275,Pungluang Sor Singyu,1988-09-08,"Uthai Thani, Thailand",Bantamweight,5 ft 4+1⁄2 in (164 cm),67 in (170 cm),Orthodox,65,54,36,11,,
1276,Tomoki Kameda,1991-07-12,"Osaka, Japan",Bantamweight/Super-bantamweight,5 ft 7+1⁄2 in (171 cm),67 in (170 cm),Orthodox,44,40,22,4,,
1277,Jason Moloney,1991-01-10,"Melbourne, Australia",Bantamweight/Super bantamweight,165 cm (5 ft 5 in),170 cm (67 in),,29,27,19,2,,
1278,José Ruíz Matos,1966-10-24,"Trujillo Alto, Puerto Rico",Super flyweight,,,Orthodox,26,22,9,4,,
1279,José Quirino,1968-04-19,"Tijuana, Baja California, Mexico",Flyweight/Super flyweight,1.68 m (5 ft 6 in),185 cm (73 in),Orthodox,59,36,15,22,1,0
1280,Victor Godoi,1975-03-31,"Comodoro Rivadavia, Argentina",Flyweight/Super flyweight/Bantamweight,,,Orthodox,36,31,27,5,0,0
1281,Diego Morales,,,,,,,,,,,,
1282,Adonis Rivas,1972-12-07,"León, Nicaragua",Flyweight/Super flyweight/Bantamweight,,,Orthodox,43,22,10,15,4,2
1283,Pedro Alcázar,1975-08-29,"Zapayal, Panama",Super flyweight,5 ft 4 in (163 cm),,Orthodox,28,25,14,1,1,1
1284,Iván Hernández,,,,,,,,,,,,
1285,José López,,,,,,,,,,,,
1286,Marvin Sonsona,1990-07-25,"General Santos, Philippines",Welterweight/Featherweight/Super bantamweight/Super flyweight/Flyweight,5 ft 7 in (1.70 m),,Southpaw,24,22,15,1,1,
1287,Omar Narváez,,,,,,,,,,,,
1288,Kazuto Ioka,1989-03-24,"Sakai, Japan",Mini-flyweight/Light-flyweight/Flyweight/Super-flyweight,5 ft 5 in (165 cm),66+1⁄2 in (169 cm),Orthodox,34,31,16,2,1,
1289,Junto Nakatani,1998-01-02,"Inabe, Mie Prefecture Japan",Flyweight/Super flyweight/Bantamweight,5 ft 7+1⁄2 in (171 cm),67 in (170 cm),Southpaw,27,27,20,,,
1290,Kosei Tanaka,1995-06-15,"Tajimi, Japan",Mini flyweight/Light flyweight/Flyweight/Super flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),Orthodox,21,20,11,1,,
1291,Elvis Álvarez,1965-02-02,"Medellín, Antioquia, Colombia",Flyweight/Super flyweight/Bantamweight,,,Southpaw,42,31,19,8,3,
1292,Isidro Pérez,1964-05-24,"Guerrero, Mexico",Featherweight/Bantamweight/Flyweight/Light flyweight,5 ft 9 in (177 cm),72 in (183 cm),Orthodox,69,57,41,9,3,0
1293,Pat Clinton,1964-04-04,"Croy, Lanarkshire, Scotland",Flyweight,5 ft 3 in (160 cm),,,23,20,9,3,0,
1294,Jacob Matlala,1962-08-01,"Meadowlands, Gauteng, South Africa",Flyweight/Light flyweight,4 ft 10 in (147 cm)[1],59 in (150 cm),Orthodox,68,53,26,13,2,0
1295,Alberto Jiménez,,,,,,,,,,,,
1296,Rubén Sánchez León,1973-08-21,"Mexicali, Baja California, Mexico",Lightweight/Featherweight/Bantamweight/Flyweight,5 ft 7 in (168 cm),72 in (183 cm),Orthodox,47,30,13,16,1,0
1297,José Antonio López Bueno,1974-08-16,"Zaragoza, Aragon, Spain",Flyweight,5 ft 2+1⁄2 in (159 cm),,Orthodox,45,31,15,10,4,
1298,Isidro García,,,,,,,,,,,,
1299,Julio César Miranda,1980-05-19,"Veracruz, Mexico",Flyweight/Bantamweight,5 ft 3 in (160 cm),64+1⁄2 in (164 cm),Orthodox,58,42,32,14,2,
1300,Zou Shiming,1981-05-18,"Zunyi, China",Flyweight,5 ft 4+1⁄2 in (164 cm),64+1⁄2 in (164 cm),,11,9,2,2,,
1301,Sho Kimura,1988-11-24,"Kumagaya, Saitama, Japan",Flyweight,5 ft 5 in (165 cm),66+1⁄2 in (169 cm),Orthodox,26,19,12,3,4,
1302,José de Jesús,,,,,,,,,,,,
1303,Josué Camacho,1969-01-31,"Guaynabo, Puerto Rico",Light flyweight/Flyweight,5 ft 4 in (163 cm),,,25,16,6,9,0,0
1304,Paul Weir,1967-09-16,"Glasgow, Scotland",Mini-flyweight/Light-flyweight/Flyweight,5 ft 3 in (160 cm),,,20,14,4,6,,
1305,Jesús Chong,1965-01-07,"Gómez Palacio, Durango, Mexico",Light flyweight,1.60 m (5 ft 3 in),168 cm (66 in),Orthodox,48,32,28,16,0,0
1306,Juan Domingo Córdoba,1972-08-06,"Santiago del Estero, Argentina",Light flyweight,,,Orthodox,43,34,19,6,3,
1307,Nelson Dieppa,1971-02-25,"Vieques, Puerto Rico",Light flyweight,5 ft 4 in (163 cm),66 in (168 cm),Orthodox,33,25,14,5,2,1
1308,Jesús Géles,1988-02-22,"Cartagena, Colombia",Light flyweight/Flyweight,,,Orthodox,20,15,6,4,1,
1309,Ramón García Hirales,1982-09-10,"La Paz, Baja California Sur, Mexico",Light flyweight,5 ft 8 in (174 cm),70 in (180 cm),Orthodox,30,20,12,9,1,
1310,Ángel Acosta,1990-10-08,"San Juan, Puerto Rico",Light flyweight/Flyweight/Super Flyweight,5 ft 4 in (163 cm),64 in (163 cm),Orthodox,28,24,22,4,,
1311,Elwin Soto,1996-12-23,"San Felipe, Mexico",Light flyweight/Flyweight,5 ft 3 in (160 cm),,Orthodox,23,20,13,3,,
1312,Jonathan González,,,,,,,,,,,,
1313,Rafael Torres,1966-04-17,"Santiago de los Caballeros,Dominican Republic",Mini flyweight/Light flyweight,,,Southpaw,25,16,3,9,,
1314,Alex Sánchez,,,,,,,,,,,,
1315,Eric Jamili,1977-05-20,"Silay, Negros Occidental, Philippines",Minimumweight/Light Flyweight,5 ft 6 in (1.68 m),,Southpaw,28,15,8,11,2,
1316,Kermin Guardia,1970-01-17,"Turbo, Colombia",Mini flyweight/Light flyweight,5 ft 5 in (165 cm),69 in (175 cm),Southpaw,50,37,20,12,,1
1317,Jorge Mata,1970-04-26,"León, Castile and León, Spain",Mini flyweight,4 ft 11 in (150 cm),,Orthodox,14,11,6,1,2,
1318,Eduardo Ray Márquez,1976-02-05,"Managua, Nicaragua",Mini flyweight/Light flyweight,5 ft 3+1⁄2 in (161 cm),66 in (168 cm),Orthodox,30,18,13,9,1,2
1319,Moisés Fuentes,1985-09-20,"Mexico City, Mexico",Minimumweight/Junior flyweight/Flyweight/Super flyweight,5 ft 6+1⁄2 in (169 cm),68 in (173 cm),Orthodox,33,25,14,7,1,
1320,Merlito Sabillo,1984-01-19,"Toboso, Negros Occidental, Philippines",Minimumweight/Light flyweight,5 ft 3 in (1.60 m),,Southpaw,36,27,13,8,1,
1321,Riku Kano,1997-11-16,"Kawanishi, Hyōgo, Japan",Mini-flyweight/Light-flyweight/Flyweight,5 ft 4 in (163 cm),65+1⁄2 in (166 cm),Southpaw,28,22,11,4,2,
1322,Tatsuya Fukuhara,1989-05-08,"Kumamoto, Japan",Mini-flyweight,5 ft 4+1⁄2 in (164 cm),63 in (160 cm),Southpaw,34,21,7,7,6,
1323,Ryuya Yamanaka,1995-04-11,"Mihara, Osaka, Japan",Mini-flyweight/Light-flyweight/Flyweight,5 ft 4 in (163 cm),66+1⁄2 in (169 cm),Orthodox,22,19,6,4,,
1324,Vic Saludar,1990-11-03,"Polomolok, Philippines",Mini-flyweight,5 ft 3 in (160 cm),65+1⁄2 in (166 cm),Orthodox,29,23,13,6,,
1325,Wilfredo Méndez,1996-11-10,"Caguas, Puerto Rico",Mini flyweight,5 ft 4+1⁄2 in (164 cm),64 in (163 cm),Southpaw,21,18,6,3,1,
1326,Masataka Taniguchi,1994-01-19,"Kobe, Japan",Mini-flyweight/Light-flyweight,5 ft 4 in (163 cm),64+1⁄2 in (164 cm),Southpaw,21,17,11,4,,
1327,Melvin Jerusalem,1994-02-22,"Manolo Fortich, Bukidnon, Philippines",Mini-flyweight,5 ft 2 in (157 cm),62 in (157 cm),Orthodox,24,21,12,3,,
1328,Oscar Collazo,,,,,,,,,,,,
1329,Ken Norton,1943-08-09,"Jacksonville, Illinois, U.S.",Heavyweight,6 ft 3 in (191 cm),80 in (203 cm),,50,42,33,7,1,
1330,Tim Witherspoon,1957-12-27,"Philadelphia, Pennsylvania, U.S.",Heavyweight,6 ft 3+1⁄2 in (192 cm),78 in (198 cm),Orthodox,69,55,38,13,1,
1331,Trevor Berbick,1954-08-01,"Norwich, Port Antonio, Jamaica",Heavyweight,6 ft 2 in (188 cm),78 in (198 cm),Orthodox,61,49,29,11,1,
1332,Oliver McCall,1965-04-21,"Chicago, Illinois, U.S.",Heavyweight,6 ft 2 in (188 cm),82 in (208 cm),Orthodox,75,59,38,14,,2
1333,Frank Bruno,1961-11-16,"Hammersmith, London, England",Heavyweight,6 ft 3 in (191 cm)[1],82 in (208 cm)[1],Orthodox,45,40,38,5,,
1334,Oleg Maskaev,1969-03-02,"Abay, Kazakh SSR,Soviet Union(now Kazakhstan)",Heavyweight,1.91 m (6 ft 3 in),201 cm (79 in),Orthodox,46,39,28,7,,
1335,Samuel Peter,1980-09-06,"Akwa Ibom, Nigeria",Heavyweight,1.88 m (6 ft 2 in),196 cm (77 in),Orthodox,47,38,31,9,,
1336,Bermane Stiverne,1978-11-01,"Plaine-du-Nord, Haiti",Heavyweight,6 ft 2 in (188 cm)[1],77 in (196 cm)[1],Orthodox,32,25,21,6,1,
1337,S. T. Gordon,1959-04-18,"Pasco, Washington, USA",Cruiserweight,6 ft 0 in (183 cm),"78""",,27,20,17,7,,
1338,Alfonso Ratliff,1956-02-18,"Clarksdale, Mississippi, U.S.",Cruiserweight,6 ft 4 in (193 cm),78 in (198 cm),Orthodox,34,25,18,9,,
1339,Sammy Reeson,1963-01-05,,Light heavyweight/cruiserweight,6 ft 1.5 in (1.867 m),,,26,24,5,2,0,
1340,Massimiliano Duran,1963-11-03,"Ferrara, Emilia Romagna, Italy",Cruiserweight,6 ft 1+1⁄2 in (187 cm),,Orthodox,25,19,8,6,,
1341,Anaclet Wamba,1960-01-06,"Liranga, French Equatorial Africa",Cruiserweight/Light Heavyweight,190 cm (6 ft 3 in),201 cm (79 in),,49,46,23,2,1,
1342,Marcelo Domínguez,1970-01-15,"Ituzaingó, Buenos Aires",Heavyweight,,,,57,48,25,8,1,0
1343,Juan Carlos Gómez,1973-07-26,"Havana, Cuba",Cruiserweight/Heavyweight,6 ft 3+1⁄2 in (192 cm),80+1⁄2 in (204 cm),Southpaw,60,55,39,4,,1
1344,Wayne Braithwaite,1975-08-09,"Georgetown, Guyana",Light heavyweight/Cruiserweight/Heavyweight,6 ft 0 in (183 cm),,Southpaw,30,24,20,6,,
1345,Giacobbe Fragomeni,1969-08-13,"Milan, Lombardy, Italy",Cruiserweight,1.77 m (5 ft 10 in),,Orthodox,42,35,14,5,2,
1346,Grigory Drozd,1979-08-26,"Prokopyevsk, Russian SFSR, Soviet Union (now Russia)",Cruiserweight,6 ft 1 in (185 cm),76 in (193 cm),Orthodox,41,40,28,1,,
1347,Tony Bellew,1982-11-30,"Liverpool, England",Light-heavyweight/Cruiserweight/Heavyweight,6 ft 3 in (191 cm)[1],74 in (188 cm)[1],Orthodox,34,30,20,3,1,
1348,Ilunga Makabu,1987-11-08,"Kananga, Zaire",Light-heavyweight/Cruiserweight,1.83 m (6 ft 0 in),188 cm (74 in),Southpaw,33,29,25,4,,
1349,Badou Jack,1983-10-31,"Stockholm, Sweden",Super-middleweight/Light-heavyweight/Cruiserweight,6 ft 1 in (185 cm),73 in (185 cm),,34,28,17,3,3,
1350,John Conteh,1951-05-27,"Toxteth, Liverpool,Lancashire, England",Light-heavyweight/Cruiserweight/Heavyweight,6 ft 0 in (183 cm),76 in (193 cm),Orthodox,39,34,24,4,1,
1351,Miguel Ángel Cuello,1946-02-27,"Santa Fe, Argentina",Light heavyweight,5 ft 9 in (175 cm),,Orthodox,22,21,20,1,,
1352,Mate Parlov,1948-11-16,"Split, PR Croatia, FPR Yugoslavia",light heavyweight/cruiserweight,1.86 m (6 ft 1 in),,,29,24,12,3,2,0
1353,Marvin Johnson,,,,,,,,,,,,
1354,J. B. Williamson,1956-12-18,"Indianapolis, Indiana, U.S.",Middleweight/Light heavyweight/Heavyweight,6 ft 1+1⁄2 in (187 cm),78 in (198 cm),Orthodox,43,26,10,16,0,1
1355,Dennis Andries,1953-11-05,"Georgetown, Guyana",Light heavyweight/Cruiserweight,5 ft 10+1⁄2 in (179 cm),72+1⁄2 in (184 cm),Orthodox,65,49,30,14,2,
1356,Donny Lalonde,1960-03-12,"Kitchener, Ontario, Canada",Light Heavyweight/Cruiserweight,,,Orthodox,47,41,33,5,1,0
1357,Tony Willis,1960-06-17,"Liverpool, England",Lightweight,,,,29,25,16,4,0,0
1358,Jeff Harding,,,,,,,,,,,,
1359,Mike McCallum,1956-12-07,"Kingston, Jamaica",Light middleweight/Middleweight/Light heavyweight/Cruiserweight,5 ft 11+1⁄2 in (182 cm)[1],78 in (198 cm)[1],Orthodox,55,49,36,5,1,
1360,Fabrice Tiozzo,1969-05-08,"Saint-Denis, France",Light heavyweight/Cruiserweight,6 ft 0+1⁄2 in (184 cm),72 in (183 cm),Orthodox,50,48,32,2,,
1361,Montell Griffin,1970-06-06,"Chicago, Illinois, U.S.",Light heavyweight,5 ft 7 in (170 cm),70 in (178 cm),Orthodox,59,50,30,8,1,
1362,Adrian Diaconu,1978-06-09,"Ploieşti, Romania",Light-heavyweight,1.75 m (5 ft 9 in),183 cm (72 in),Orthodox,30,27,15,3,,
1363,Oleksandr Gvozdyk,1987-04-15,"Kharkiv, Ukrainian SSR,Soviet Union",Light-heavyweight/Cruiserweight,1.88 m (6 ft 2 in)[1],192 cm (75.5 in),Orthodox,21,20,16,1,,
1364,Mauro Galvano,,,,,,,,,,,,
1365,Thulani Malinga,1955-12-11,"Ladysmith, South Africa",Middleweight/Super-middleweight/Light-heavyweight,5 ft 9+1⁄2 in (177 cm),,Orthodox,57,44,19,13,,
1366,Vincenzo Nardiello,1966-06-11,"Stuttgart, West Germany",Super middleweight,5 ft 10+1⁄2 in (179 cm),73 in (185 cm),Southpaw,41,34,19,7,,
1367,Richie Woodhall,1968-04-17,"Birmingham, England",Middleweight/Super-middleweight,,,Orthodox,29,26,16,3,,
1368,Markus Beyer,1971-04-28,"Erlabrunn, East Germany",Super middleweight,5 ft 9+1⁄2 in (177 cm),71 in (180 cm),Southpaw,39,35,13,3,1,
1369,Glenn Catley,1972-03-15,"Frampton Cotterell, England [1]",[1],5 ft 8+1⁄2 in (174 cm)[1],70 in (178 cm)[1],[1],,29,22,7,0,
1370,Dave Hilton Jr.,1963-12-09,"Port Credit, Ontario, Canada",Super middleweight,5 ft 8 in (1.73 m),,Orthodox,45,41,26,2,2,
1371,Éric Lucas,1971-05-29,"Montreal, Quebec, Canada",Super middleweight/Light heavyweight/Cruiserweight,6 ft 0 in (183 cm),74 in (188 cm),orthodox,50,39,15,8,3,0
1372,Cristian Sanavia,1975-02-27,"Piove di Sacco, Italy",Middleweight/Super middleweight,5 ft 7+1⁄2 in (171 cm),,Southpaw,56,49,15,6,1,
1373,Mikkel Kessler,1979-03-01,"Copenhagen, Denmark",Super-middleweight/Light-heavyweight,1.85 m (6 ft 1 in),188 cm (74 in),Orthodox,49,46,35,3,,
1374,Anthony Dirrell,1984-10-14,"Flint, Michigan, U.S.",Super middleweight,6 ft 1+1⁄2 in (187 cm)[1],74+1⁄2 in (189 cm)[1],Orthodox,39,34,25,3,2,
1375,David Benavidez,1996-12-17,"Phoenix, Arizona, U.S.",Super middleweight/Light heavyweight,188 cm (6 ft 2 in) [1],74+1⁄2 in (189 cm)[2],Orthodox,28,28,24,,,
1376,Avni Yildirim,1991-08-05,"Sivas, Turkey",Middleweight/Super-middleweight/Light-heavyweight,5 ft 11+1⁄2 in (182 cm),70 in (178 cm),Orthodox stance,29,24,13,5,,
1377,Rodrigo Valdéz,1946-02-22,"Cartagena, Colombia",Middleweight,5 ft 8 in (173 cm),70 in (178 cm),Orthodox,73,63,43,8,2,
1378,Bennie Briscoe,1943-02-08,"Augusta, Georgia, United States",Super Middleweight/Middleweight/Super Welterweight/Welterweight,5 ft 8 in (1.73 m),,Orthodox,96,66,53,24,5,1
1379,Julian Jackson,,,,,,,,,,,,
1380,Agostino Cardamone,,,,,,,,,,,,
1381,Quincy Taylor,1963-07-18,"Dallas, Texas, U.S.",Middleweight,5 ft 9+1⁄2 in (177 cm),73 in (185 cm),Southpaw,32,28,24,4,,
1382,Keith Holmes,,,,,,,,,,,,
1383,Hacine Cherifi,1967-12-12,"Lyon, France",Middleweight,5 ft 11 in (180 cm),,Orthodox,49,36,20,12,1,
1384,Sebastian Zbik,1982-03-17,"Neubrandenburg, East Germany(nowadays Germany)",Middleweight/Super middleweight,5 ft 11+1⁄2 in (182 cm),72 in (183 cm),Orthodox,32,30,10,2,,
1385,Julio César Chávez Jr.,1986-02-16,"Culiacán, Sinaloa, Mexico",Super Featherweight/Lightweight/Light welterweight/Welterweight/Light middleweight/Middleweight/Super middleweight/Light heavyweight/Cruiserweight,6 ft 0 in (183 cm)[1],73 in (185 cm),Orthodox,61,53,34,6,1,1
1386,Denny Moyer,1939-08-08,"Portland, Oregon, USA",Light middleweight,5 ft 8.5 in (1.74 m),,Orthodox,141,98,25,38,4,1
1387,Ralph Dupas,,,Lightweight/Welterweight/Junior middleweight,,,Orthodox,135,106,19,23,6,
